timestamp(ms),solenoid_commanded,analog value (1-1024) (raw),
"114.716",,"519",
"114.719","129",,
"114.723",,"517",
"114.725","129",,
"114.729",,"515",
"114.732","129",,
"114.736",,"513",
"114.738","129",,
"114.742",,"513",
"114.744","129",,
"114.748",,"512",
"114.75","129",,
"114.754",,"513",
"114.756","129",,
"114.76",,"514",
"114.763","129",,
"114.766",,"516",
"114.769","129",,
"114.772",,"517",
"114.776","128",,
"114.779",,"519",
"114.782","128",,
"114.785",,"520",
"114.788","128",,
"114.791",,"521",
"114.794","128",,
"114.797",,"523",
"114.8","128",,
"114.803",,"524",
"114.806","128",,
"114.809",,"522",
"114.812","128",,
"114.816",,"520",
"114.819","128",,
"114.822",,"518",
"114.825","128",,
"114.829",,"516",
"114.831","128",,
"114.835",,"515",
"114.837","127",,
"114.841",,"513",
"114.843","127",,
"114.847",,"512",
"114.849","127",,
"114.853",,"512",
"114.855","127",,
"114.86",,"513",
"114.862","127",,
"114.866",,"515",
"114.869","127",,
"114.872",,"516",
"114.875","127",,
"114.878",,"517",
"114.881","127",,
"114.884",,"519",
"114.887","127",,
"114.89",,"520",
"114.893","127",,
"114.896",,"522",
"114.899","126",,
"114.903",,"523",
"114.906","126",,
"114.909",,"523",
"114.912","126",,
"114.915",,"521",
"114.918","126",,
"114.921",,"519",
"114.924","126",,
"114.927",,"517",
"114.93","126",,
"114.934",,"515",
"114.936","126",,
"114.94",,"514",
"114.942","126",,
"114.947",,"513",
"114.949","126",,
"114.953",,"512",
"114.955","126",,
"114.959",,"512",
"114.961","125",,
"114.965",,"513",
"114.967","125",,
"114.971",,"514",
"114.974","125",,
"114.977",,"515",
"114.98","125",,
"114.983",,"517",
"114.987","125",,
"114.99",,"519",
"114.993","125",,
"114.996",,"520",
"114.999","125",,
"115.002",,"521",
"115.005","125",,
"115.008",,"522",
"115.011","125",,
"115.014",,"524",
"115.017","125",,
"115.02",,"522",
"115.023","124",,
"115.026",,"519",
"115.03","124",,
"115.033",,"517",
"115.036","124",,
"115.04",,"515",
"115.042","124",,
"115.046",,"514",
"115.048","124",,
"115.052",,"513",
"115.054","124",,
"115.058",,"512",
"115.06","124",,
"115.064",,"512",
"115.066","124",,
"115.07",,"514",
"115.074","124",,
"115.077",,"515",
"115.08","124",,
"115.083",,"516",
"115.086","123",,
"115.089",,"518",
"115.092","123",,
"115.095",,"519",
"115.098","123",,
"115.101",,"521",
"115.104","123",,
"115.107",,"522",
"115.11","123",,
"115.113",,"523",
"115.117","123",,
"115.12",,"522",
"115.123","123",,
"115.126",,"520",
"115.129","123",,
"115.132",,"518",
"115.135","123",,
"115.139",,"516",
"115.141","123",,
"115.145",,"514",
"115.147","122",,
"115.151",,"513",
"115.153","122",,
"115.158",,"512",
"115.16","122",,
"115.164",,"512",
"115.166","122",,
"115.17",,"512",
"115.172","122",,
"115.176",,"514",
"115.179","122",,
"115.182",,"515",
"115.185","122",,
"115.188",,"517",
"115.191","122",,
"115.194",,"518",
"115.197","122",,
"115.201",,"520",
"115.204","122",,
"115.207",,"521",
"115.21","121",,
"115.213",,"522",
"115.216","121",,
"115.219",,"523",
"115.222","121",,
"115.225",,"520",
"115.228","121",,
"115.231",,"518",
"115.234","121",,
"115.237",,"517",
"115.24","121",,
"115.245",,"515",
"115.247","121",,
"115.251",,"514",
"115.253","121",,
"115.257",,"513",
"115.259","121",,
"115.263",,"512",
"115.265","121",,
"115.269",,"512",
"115.271","120",,
"115.275",,"512",
"115.277","120",,
"115.281",,"514",
"115.284","120",,
"115.288",,"515",
"115.291","120",,
"115.294",,"517",
"115.297","120",,
"115.3",,"518",
"115.303","120",,
"115.306",,"520",
"115.309","120",,
"115.312",,"521",
"115.315","120",,
"115.318",,"522",
"115.321","120",,
"115.324",,"522",
"115.328","120",,
"115.331",,"520",
"115.334","119",,
"115.337",,"518",
"115.34","119",,
"115.343",,"516",
"115.346","119",,
"115.35",,"514",
"115.352","119",,
"115.356",,"513",
"115.358","119",,
"115.362",,"512",
"115.364","119",,
"115.368",,"512",
"115.371","119",,
"115.375",,"512",
"115.377","119",,
"115.381",,"513",
"115.383","119",,
"115.387",,"514",
"115.39","119",,
"115.393",,"516",
"115.396","118",,
"115.399",,"517",
"115.402","118",,
"115.405",,"519",
"115.408","118",,
"115.411",,"520",
"115.415","118",,
"115.418",,"521",
"115.421","118",,
"115.424",,"523",
"115.427","118",,
"115.43",,"521",
"115.433","118",,
"115.436",,"519",
"115.439","118",,
"115.442",,"517",
"115.445","118",,
"115.448",,"515",
"115.451","118",,
"115.456",,"514",
"115.458","117",,
"115.462",,"513",
"115.464","117",,
"115.468",,"512",
"115.47","117",,
"115.474",,"512",
"115.476","117",,
"115.48",,"511",
"115.482","117",,
"115.486",,"513",
"115.488","117",,
"115.492",,"515",
"115.495","117",,
"115.499",,"516",
"115.502","117",,
"115.505",,"517",
"115.508","117",,
"115.511",,"519",
"115.514","117",,
"115.517",,"520",
"115.52","116",,
"115.523",,"522",
"115.526","116",,
"115.529",,"522",
"115.532","116",,
"115.535",,"520",
"115.538","116",,
"115.542",,"518",
"115.545","116",,
"115.548",,"516",
"115.551","116",,
"115.554",,"514",
"115.557","116",,
"115.561",,"513",
"115.563","116",,
"115.567",,"512",
"115.569","116",,
"115.573",,"512",
"115.575","116",,
"115.579",,"511",
"115.581","115",,
"115.586",,"511",
"115.588","115",,
"115.592",,"512",
"115.595","115",,
"115.598",,"514",
"115.601","115",,
"115.604",,"515",
"115.607","115",,
"115.61",,"517",
"115.613","115",,
"115.616",,"518",
"115.619","115",,
"115.622",,"520",
"115.625","115",,
"115.629",,"521",
"115.632","115",,
"115.635",,"522",
"115.638","115",,
"115.641",,"521",
"115.644","114",,
"115.647",,"517",
"115.65","114",,
"115.653",,"515",
"115.656","114",,
"115.66",,"514",
"115.662","114",,
"115.666",,"513",
"115.668","114",,
"115.673",,"512",
"115.675","114",,
"115.679",,"512",
"115.681","114",,
"115.685",,"511",
"115.687","114",,
"115.691",,"512",
"115.693","114",,
"115.697",,"514",
"115.7","114",,
"115.703",,"515",
"115.706","113",,
"115.709",,"516",
"115.713","113",,
"115.716",,"518",
"115.719","113",,
"115.722",,"519",
"115.725","113",,
"115.728",,"521",
"115.731","113",,
"115.734",,"522",
"115.737","113",,
"115.74",,"521",
"115.743","113",,
"115.746",,"519",
"115.749","113",,
"115.752",,"517",
"115.756","113",,
"115.759",,"515",
"115.762","113",,
"115.766",,"514",
"115.768","112",,
"115.772",,"513",
"115.774","112",,
"115.778",,"512",
"115.78","112",,
"115.784",,"512",
"115.786","112",,
"115.79",,"511",
"115.792","112",,
"115.796",,"512",
"115.799","112",,
"115.803",,"514",
"115.806","112",,
"115.809",,"515",
"115.812","112",,
"115.815",,"517",
"115.818","112",,
"115.821",,"518",
"115.824","112",,
"115.827",,"519",
"115.83","111",,
"115.833",,"521",
"115.836","111",,
"115.84",,"522",
"115.843","111",,
"115.846",,"520",
"115.849","111",,
"115.852",,"518",
"115.855","111",,
"115.858",,"516",
"115.861","111",,
"115.864",,"514",
"115.867","111",,
"115.871",,"513",
"115.873","111",,
"115.877",,"512",
"115.879","111",,
"115.884",,"512",
"115.886","111",,
"115.89",,"512",
"115.892","110",,
"115.896",,"511",
"115.898","110",,
"115.902",,"513",
"115.904","110",,
"115.908",,"514",
"115.911","110",,
"115.914",,"516",
"115.917","110",,
"115.92",,"517",
"115.923","110",,
"115.927",,"518",
"115.93","110",,
"115.933",,"520",
"115.936","110",,
"115.939",,"521",
"115.942","110",,
"115.945",,"521",
"115.948","110",,
"115.951",,"519",
"115.954","109",,
"115.957",,"517",
"115.96","109",,
"115.963",,"515",
"115.966","109",,
"115.97",,"513",
"115.973","109",,
"115.977",,"512",
"115.979","109",,
"115.983",,"512",
"115.985","109",,
"115.989",,"512",
"115.991","109",,
"115.995",,"511",
"115.997","109",,
"116.001",,"511",
"116.003","109",,
"116.007",,"513",
"116.011","109",,
"116.014",,"514",
"116.017","108",,
"116.02",,"516",
"116.023","108",,
"116.026",,"517",
"116.029","108",,
"116.032",,"519",
"116.035","108",,
"116.038",,"520",
"116.041","108",,
"116.044",,"521",
"116.047","108",,
"116.05",,"520",
"116.054","108",,
"116.057",,"518",
"116.06","108",,
"116.063",,"516",
"116.066","108",,
"116.069",,"514",
"116.072","108",,
"116.076",,"513",
"116.078","107",,
"116.082",,"512",
"116.084","107",,
"116.088",,"512",
"116.09","107",,
"116.094",,"511",
"116.097","107",,
"116.101",,"511",
"116.103","107",,
"116.107",,"511",
"116.109","107",,
"116.113",,"513",
"116.116","107",,
"116.119",,"515",
"116.122","107",,
"116.125",,"516",
"116.128","107",,
"116.131",,"518",
"116.134","107",,
"116.137",,"519",
"116.141","106",,
"116.144",,"520",
"116.147","106",,
"116.15",,"521",
"116.153","106",,
"116.156",,"519",
"116.159","106",,
"116.162",,"517",
"116.165","106",,
"116.168",,"515",
"116.171","106",,
"116.174",,"514",
"116.177","106",,
"116.182",,"512",
"116.184","106",,
"116.188",,"512",
"116.19","106",,
"116.194",,"511",
"116.196","106",,
"116.2",,"511",
"116.202","105",,
"116.206",,"511",
"116.208","105",,
"116.212",,"511",
"116.214","105",,
"116.218",,"513",
"116.221","105",,
"116.225",,"514",
"116.228","105",,
"116.231",,"516",
"116.234","105",,
"116.237",,"517",
"116.24","105",,
"116.243",,"518",
"116.246","105",,
"116.249",,"520",
"116.252","105",,
"116.255",,"521",
"116.258","105",,
"116.261",,"520",
"116.264","104",,
"116.268",,"516",
"116.271","104",,
"116.274",,"514",
"116.277","104",,
"116.28",,"513",
"116.283","104",,
"116.287",,"512",
"116.289","104",,
"116.293",,"512",
"116.295","104",,
"116.299",,"511",
"116.301","104",,
"116.305",,"511",
"116.307","104",,
"116.312",,"511",
"116.314","104",,
"116.318",,"512",
"116.32","104",,
"116.324",,"514",
"116.327","103",,
"116.33",,"515",
"116.333","103",,
"116.336",,"516",
"116.339","103",,
"116.342",,"518",
"116.345","103",,
"116.348",,"520",
"116.352","103",,
"116.355",,"521",
"116.358","103",,
"116.361",,"520",
"116.364","103",,
"116.367",,"518",
"116.37","103",,
"116.373",,"516",
"116.376","103",,
"116.379",,"514",
"116.382","103",,
"116.385",,"513",
"116.388","102",,
"116.392",,"512",
"116.395","102",,
"116.399",,"512",
"116.401","102",,
"116.405",,"511",
"116.407","102",,
"116.411",,"511",
"116.413","102",,
"116.417",,"511",
"116.419","102",,
"116.423",,"512",
"116.425","102",,
"116.429",,"514",
"116.432","102",,
"116.435",,"515",
"116.439","102",,
"116.442",,"516",
"116.445","102",,
"116.448",,"518",
"116.451","101",,
"116.454",,"520",
"116.457","101",,
"116.46",,"521",
"116.463","101",,
"116.466",,"519",
"116.469","101",,
"116.472",,"517",
"116.475","101",,
"116.478",,"515",
"116.482","101",,
"116.485",,"513",
"116.488","101",,
"116.491",,"512",
"116.494","101",,
"116.498",,"512",
"116.5","101",,
"116.504",,"511",
"116.506","101",,
"116.51",,"511",
"116.512","100",,
"116.516",,"511",
"116.518","100",,
"116.523",,"511",
"116.525","100",,
"116.529",,"513",
"116.532","100",,
"116.535",,"514",
"116.538","100",,
"116.541",,"516",
"116.544","100",,
"116.547",,"517",
"116.55","100",,
"116.553",,"518",
"116.556","100",,
"116.559",,"520",
"116.562","100",,
"116.566",,"520",
"116.569","100",,
"116.572",,"518",
"116.575","99",,
"116.578",,"519",
"116.581","99",,
"116.584",,"520",
"116.587","99",,
"116.59",,"520",
"116.593","99",,
"116.596",,"520",
"116.599","99",,
"116.602",,"520",
"116.605","99",,
"116.609",,"520",
"116.612","99",,
"116.615",,"519",
"116.618","99",,
"116.621",,"518",
"116.624","99",,
"116.627",,"517",
"116.63","99",,
"116.633",,"517",
"116.636","98",,
"116.639",,"516",
"116.642","98",,
"116.645",,"516",
"116.648","98",,
"116.652",,"515",
"116.655","98",,
"116.658",,"515",
"116.661","98",,
"116.664",,"514",
"116.667","98",,
"116.67",,"514",
"116.673","98",,
"116.676",,"513",
"116.679","98",,
"116.682",,"512",
"116.685","98",,
"116.688",,"512",
"116.69","98",,
"116.695",,"511",
"116.697","97",,
"116.701",,"511",
"116.703","97",,
"116.707",,"511",
"116.709","97",,
"116.713",,"511",
"116.715","97",,
"116.719",,"511",
"116.721","97",,
"116.725",,"511",
"116.727","97",,
"116.731",,"511",
"116.733","97",,
"116.738",,"511",
"116.74","97",,
"116.744",,"512",
"116.746","97",,
"116.75",,"511",
"116.752","97",,
"116.756",,"511",
"116.758","96",,
"116.762",,"512",
"116.764","96",,
"116.768",,"511",
"116.77","96",,
"116.773",,"512",
"116.776","96",,
"116.78",,"512",
"116.783","96",,
"116.786",,"512",
"116.789","96",,
"116.792",,"513",
"116.795","96",,
"116.798",,"513",
"116.801","96",,
"116.804",,"514",
"116.807","96",,
"116.81",,"514",
"116.813","96",,
"116.816",,"515",
"116.819","95",,
"116.823",,"517",
"116.826","95",,
"116.829",,"517",
"116.832","95",,
"116.835",,"518",
"116.838","95",,
"116.841",,"519",
"116.844","95",,
"116.847",,"520",
"116.85","95",,
"116.853",,"520",
"116.856","95",,
"116.859",,"520",
"116.862","95",,
"116.866",,"519",
"116.869","95",,
"116.872",,"518",
"116.875","95",,
"116.878",,"518",
"116.881","94",,
"116.884",,"518",
"116.887","94",,
"116.89",,"517",
"116.893","94",,
"116.896",,"517",
"116.899","94",,
"116.902",,"516",
"116.905","94",,
"116.909",,"516",
"116.912","94",,
"116.915",,"515",
"116.918","94",,
"116.921",,"514",
"116.924","94",,
"116.927",,"514",
"116.93","94",,
"116.933",,"514",
"116.936","94",,
"116.939",,"513",
"116.942","93",,
"116.945",,"512",
"116.947","93",,
"116.952",,"512",
"116.954","93",,
"116.958",,"511",
"116.96","93",,
"116.964",,"510",
"116.966","93",,
"116.97",,"511",
"116.972","93",,
"116.976",,"511",
"116.978","93",,
"116.982",,"511",
"116.984","93",,
"116.988",,"511",
"116.99","93",,
"116.995",,"511",
"116.997","93",,
"117.001",,"511",
"117.003","92",,
"117.007",,"511",
"117.009","92",,
"117.013",,"511",
"117.015","92",,
"117.019",,"511",
"117.021","92",,
"117.025",,"511",
"117.027","92",,
"117.031",,"512",
"117.033","92",,
"117.037",,"512",
"117.04","92",,
"117.043",,"512",
"117.046","92",,
"117.049",,"512",
"117.052","92",,
"117.055",,"512",
"117.058","92",,
"117.061",,"513",
"117.064","91",,
"117.067",,"513",
"117.07","91",,
"117.073",,"514",
"117.076","91",,
"117.08",,"514",
"117.083","91",,
"117.086",,"515",
"117.089","91",,
"117.092",,"516",
"117.095","91",,
"117.098",,"517",
"117.101","91",,
"117.104",,"517",
"117.107","91",,
"117.11",,"518",
"117.113","91",,
"117.116",,"519",
"117.12","91",,
"117.123",,"520",
"117.126","90",,
"117.129",,"519",
"117.132","90",,
"117.135",,"519",
"117.138","90",,
"117.141",,"518",
"117.144","90",,
"117.147",,"518",
"117.15","90",,
"117.153",,"517",
"117.156","90",,
"117.159",,"517",
"117.163","90",,
"117.166",,"516",
"117.169","90",,
"117.172",,"515",
"117.175","90",,
"117.178",,"515",
"117.181","90",,
"117.184",,"514",
"117.187","89",,
"117.19",,"514",
"117.193","89",,
"117.196",,"513",
"117.199","89",,
"117.202",,"513",
"117.206","89",,
"117.209",,"512",
"117.211","89",,
"117.215",,"511",
"117.217","89",,
"117.221",,"510",
"117.223","89",,
"117.227",,"511",
"117.229","89",,
"117.233",,"511",
"117.235","89",,
"117.239",,"510",
"117.241","89",,
"117.245",,"511",
"117.248","88",,
"117.252",,"511",
"117.254","88",,
"117.258",,"511",
"117.26","88",,
"117.264",,"511",
"117.266","88",,
"117.27",,"511",
"117.272","88",,
"117.276",,"511",
"117.278","88",,
"117.282",,"511",
"117.284","88",,
"117.288",,"511",
"117.291","88",,
"117.295",,"512",
"117.297","88",,
"117.3",,"511",
"117.303","88",,
"117.306",,"511",
"117.309","87",,
"117.312",,"512",
"117.315","87",,
"117.318",,"512",
"117.321","87",,
"117.324",,"512",
"117.327","87",,
"117.33",,"513",
"117.334","87",,
"117.337",,"513",
"117.34","87",,
"117.343",,"514",
"117.346","87",,
"117.349",,"514",
"117.352","87",,
"117.355",,"515",
"117.358","87",,
"117.361",,"516",
"117.364","87",,
"117.367",,"517",
"117.37","86",,
"117.373",,"517",
"117.377","86",,
"117.38",,"518",
"117.383","86",,
"117.386",,"519",
"117.389","86",,
"117.392",,"519",
"117.395","86",,
"117.398",,"518",
"117.401","86",,
"117.404",,"518",
"117.407","86",,
"117.41",,"517",
"117.413","86",,
"117.416",,"517",
"117.42","86",,
"117.423",,"516",
"117.426","86",,
"117.429",,"516",
"117.432","85",,
"117.435",,"514",
"117.438","85",,
"117.441",,"514",
"117.444","85",,
"117.447",,"513",
"117.45","85",,
"117.453",,"513",
"117.456","85",,
"117.459",,"512",
"117.463","85",,
"117.466",,"511",
"117.469","85",,
"117.472",,"510",
"117.474","85",,
"117.478",,"511",
"117.48","85",,
"117.484",,"510",
"117.486","85",,
"117.49",,"510",
"117.492","84",,
"117.496",,"511",
"117.498","84",,
"117.502",,"511",
"117.505","84",,
"117.509",,"511",
"117.511","84",,
"117.515",,"511",
"117.517","84",,
"117.521",,"511",
"117.523","84",,
"117.527",,"511",
"117.529","84",,
"117.533",,"511",
"117.535","84",,
"117.539",,"511",
"117.541","84",,
"117.545",,"511",
"117.548","84",,
"117.552",,"511",
"117.554","83",,
"117.557",,"511",
"117.56","83",,
"117.563",,"511",
"117.566","83",,
"117.569",,"511",
"117.572","83",,
"117.575",,"512",
"117.578","83",,
"117.581",,"512",
"117.584","83",,
"117.587",,"512",
"117.591","83",,
"117.594",,"512",
"117.597","83",,
"117.6",,"513",
"117.603","83",,
"117.606",,"513",
"117.609","83",,
"117.612",,"514",
"117.615","82",,
"117.618",,"514",
"117.621","82",,
"117.624",,"515",
"117.627","82",,
"117.63",,"516",
"117.634","82",,
"117.637",,"517",
"117.64","82",,
"117.643",,"517",
"117.646","82",,
"117.649",,"518",
"117.652","82",,
"117.655",,"518",
"117.658","82",,
"117.661",,"518",
"117.664","82",,
"117.667",,"518",
"117.67","82",,
"117.673",,"517",
"117.677","81",,
"117.68",,"517",
"117.683","81",,
"117.686",,"516",
"117.689","81",,
"117.692",,"515",
"117.695","81",,
"117.698",,"515",
"117.701","81",,
"117.704",,"514",
"117.707","81",,
"117.71",,"514",
"117.713","81",,
"117.716",,"513",
"117.72","81",,
"117.723",,"512",
"117.726","81",,
"117.729",,"512",
"117.731","81",,
"117.735",,"511",
"117.737","80",,
"117.741",,"510",
"117.743","80",,
"117.747",,"510",
"117.749","80",,
"117.753",,"511",
"117.755","80",,
"117.76",,"510",
"117.762","80",,
"117.766",,"510",
"117.768","80",,
"117.772",,"510",
"117.774","80",,
"117.778",,"510",
"117.78","80",,
"117.784",,"511",
"117.786","80",,
"117.79",,"511",
"117.792","80",,
"117.796",,"511",
"117.798","79",,
"117.803",,"511",
"117.805","79",,
"117.809",,"511",
"117.811","79",,
"117.815",,"511",
"117.817","79",,
"117.82",,"511",
"117.823","79",,
"117.826",,"511",
"117.829","79",,
"117.832",,"511",
"117.835","79",,
"117.838",,"511",
"117.841","79",,
"117.844",,"512",
"117.848","79",,
"117.851",,"511",
"117.854","79",,
"117.857",,"512",
"117.86","78",,
"117.863",,"512",
"117.866","78",,
"117.869",,"513",
"117.872","78",,
"117.875",,"513",
"117.878","78",,
"117.881",,"513",
"117.884","78",,
"117.888",,"515",
"117.891","78",,
"117.894",,"515",
"117.897","78",,
"117.9",,"516",
"117.903","78",,
"117.906",,"517",
"117.909","78",,
"117.912",,"517",
"117.915","78",,
"117.918",,"518",
"117.921","77",,
"117.924",,"518",
"117.927","77",,
"117.931",,"518",
"117.934","77",,
"117.937",,"517",
"117.94","77",,
"117.943",,"516",
"117.946","77",,
"117.949",,"516",
"117.952","77",,
"117.955",,"515",
"117.958","77",,
"117.961",,"515",
"117.964","77",,
"117.967",,"514",
"117.97","77",,
"117.974",,"513",
"117.977","77",,
"117.98",,"513",
