timestamp(ms),hall_analog,hall_mT,hall_mT_filtered,
"48.772","580","44.43","576.52",
"48.779","568","36.59","576.04",
"48.786","578","43.12","576.4",
"48.793","576","41.82","576.32",
"48.8","576","41.82","576.32",
"48.807","583","46.39","576.6",
"48.815","573","39.86","576.16",
"48.822","583","46.39","576.52",
"48.828","570","37.9","575.96",
"48.835","581","45.08","576.32",
"48.842","568","36.59","575.72",
"48.849","580","44.43","576.16",
"48.857","565","34.63","575.52",
"48.864","577","42.47","575.96",
"48.871","570","37.9","575.6",
"48.878","576","41.82","575.76",
"48.885","578","43.12","575.8",
"48.891","573","39.86","575.56",
"48.899","583","46.39","575.92",
"48.906","571","38.55","575.36",
"48.913","582","45.74","575.76",
"48.92","569","37.24","575.2",
"48.927","581","45.08","575.64",
"48.934","567","35.94","575.04",
"48.942","580","44.43","575.52",
"48.949","568","36.59","575.04",
"48.955","577","42.47","575.4",
"48.962","576","41.82","575.32",
"48.969","576","41.82","575.32",
"48.976","583","46.39","575.6",
"48.984","574","40.51","575.24",
"48.991","585","47.7","575.72",
"48.998","572","39.2","575.28",
"49.005","583","46.39","575.8",
"49.012","570","37.9","575.36",
"49.018","582","45.74","575.92",
"49.026","568","36.59","575.44",
"49.033","580","44.43","576.04",
"49.04","573","39.86","575.88",
"49.047","579","43.78","576.24",
"49.054","582","45.74","576.48",
"49.061","577","42.47","576.44",
"49.069","587","49","577",
"49.076","575","41.16","576.68",
"49.082","586","48.35","577.28",
"49.089","573","39.86","576.92",
"49.096","584","47.04","577.52",
"49.103","570","37.9","577.08",
"49.111","583","46.39","577.72",
"49.118","571","38.55","577.36",
"49.125","581","45.08","577.88",
"49.132","579","43.78","577.96",
"49.139","579","43.78","578.08",
"49.145","587","49","578.52",
"49.153","577","42.47","578.28",
"49.16","587","49","578.8",
"49.167","576","41.82","578.44",
"49.174","587","49","579.04",
"49.181","574","40.51","578.68",
"49.188","586","48.35","579.32",
"49.196","572","39.2","578.92",
"49.203","586","48.35","579.64",
"49.209","579","43.78","579.6",
"49.216","585","47.7","580.08",
"49.223","588","49.66","580.44",
"49.23","583","46.39","580.48",
"49.238","593","52.92","581.12",
"49.245","580","44.43","580.84",
"49.252","591","51.62","581.48",
"49.259","578","43.12","581.16",
"49.266","590","50.96","581.84",
"49.272","575","41.16","581.48",
"49.28","587","49","582.16",
"49.287","576","41.82","581.88",
"49.294","586","48.35","582.48",
"49.301","584","47.04","582.6",
"49.308","584","47.04","582.8",
"49.315","592","52.27","583.32",
"49.323","582","45.74","583.12",
"49.33","592","52.27","583.72",
"49.336","580","44.43","583.44",
"49.343","591","51.62","584.04",
"49.35","578","43.12","583.68",
"49.357","590","50.96","584.32",
"49.364","575","41.16","583.88",
"49.372","587","49","584.48",
"49.379","580","44.43","584.24",
"49.386","585","47.7","584.48",
"49.393","587","49","584.56",
"49.399","581","45.08","584.28",
"49.406","591","51.62","584.6",
"49.414","578","43.12","584",
"49.421","589","50.31","584.36",
"49.428","575","41.16","583.72",
"49.435","586","48.35","584.04",
"49.442","572","39.2","583.32",
"49.449","584","47.04","583.68",
"49.457","572","39.2","583.08",
"49.463","582","45.74","583.32",
"49.47","580","44.43","583.08",
"49.477","580","44.43","582.92",
"49.484","587","49","583.04",
"49.491","578","43.12","582.48",
"49.499","588","49.66","582.72",
"49.506","576","41.82","582.08",
"49.513","587","49","582.36",
"49.52","574","40.51","581.68",
"49.526","586","48.35","582",
"49.533","571","38.55","581.24",
"49.541","584","47.04","581.6",
"49.548","577","42.47","581.2",
"49.555","582","45.74","581.28",
"49.562","585","47.7","581.28",
"49.569","579","43.78","580.96",
"49.576","589","50.31","581.28",
"49.584","577","42.47","580.72",
"49.59","587","49","581.08",
"49.597","574","40.51","580.48",
"49.604","585","47.7","580.88",
"49.611","570","37.9","580.24",
"49.618","582","45.74","580.64",
"49.626","570","37.9","580.08",
"49.633","579","43.78","580.36",
"49.64","577","42.47","580.16",
"49.647","576","41.82","580",
"49.653","584","47.04","580.16",
"49.66","573","39.86","579.6",
"49.668","583","46.39","579.8",
"49.675","570","37.9","579.08",
"49.682","580","44.43","579.24",
"49.689","566","35.28","578.4",
"49.696","578","43.12","578.56",
"49.703","563","33.32","577.64",
"49.711","575","41.16","577.8",
"49.717","568","36.59","577.16",
"49.724","573","39.86","577",
"49.731","576","41.82","576.76",
"49.738","570","37.9","576.16",
"49.745","580","44.43","576.2",
"49.753","568","36.59","575.36",
"49.76","578","43.12","575.4",
"49.767","566","35.28","574.56",
"49.774","577","42.47","574.68",
"49.78","563","33.32","573.8",
"49.787","575","41.16","574",
"49.795","564","33.98","573.28",
"49.802","574","40.51","573.44",
"49.809","571","38.55","573.12",
"49.816","572","39.2","572.92",
"49.823","580","44.43","573.08",
"49.83","570","37.9","572.52",
"49.838","581","45.08","572.84",
"49.845","568","36.59","572.24",
"49.851","579","43.78","572.6",
"49.858","566","35.28","572.04",
"49.865","578","43.12","572.52",
"49.872","564","33.98","571.96",
"49.88","576","41.82","572.48",
"49.887","569","37.24","572.24",
"49.894","574","40.51","572.48",
"49.901","577","42.47","572.64",
"49.908","572","39.2","572.48",
"49.914","582","45.74","572.96",
"49.922","570","37.9","572.56",
"49.929","580","44.43","573.04",
"49.936","567","35.94","572.6",
"49.943","578","43.12","573.08",
"49.95","564","33.98","572.56",
"49.957","577","42.47","573.12",
"49.965","565","34.63","572.72",
"49.972","575","41.16","573.16",
"49.978","572","39.2","573.08",
"49.985","573","39.86","573.16",
"49.992","580","44.43","573.48",
"49.999","571","38.55","573.12",
"50.007","582","45.74","573.6",
"50.014","569","37.24","573.12",
"50.021","581","45.08","573.64",
"50.028","567","35.94","573.16",
"50.035","579","43.78","573.68",
"50.041","565","34.63","573.16",
"50.049","578","43.12","573.72",
"50.056","571","38.55","573.52",
"50.063","577","42.47","573.84",
"50.07","580","44.43","574.08",
"50.077","575","41.16","574",
"50.084","585","47.7","574.52",
"50.092","573","39.86","574.16",
"50.099","585","47.7","574.76",
"50.105","571","38.55","574.4",
"50.112","584","47.04","575.08",
"50.119","570","37.9","574.76",
"50.126","582","45.74","575.48",
"50.134","571","38.55","575.24",
"50.141","581","45.08","575.88",
"50.148","579","43.78","576.04",
"50.155","579","43.78","576.32",
"50.162","587","49","576.88",
"50.168","577","42.47","576.76",
"50.176","588","49.66","577.44",
"50.183","575","41.16","577.16",
"50.19","586","48.35","577.84",
"50.197","573","39.86","577.52",
"50.204","584","47.04","578.2",
"50.211","569","37.24","577.8",
"50.219","582","45.74","578.48",
"50.226","576","41.82","578.4",
"50.232","580","44.43","578.76",
"50.239","582","45.74","578.96",
"50.246","577","42.47","578.84",
"50.253","587","49","579.32",
"50.26","574","40.51","578.88",
"50.268","585","47.7","579.36",
"50.275","571","38.55","578.8",
"50.282","583","46.39","579.28",
"50.289","568","36.59","578.64",
"50.295","580","44.43","579.04",
"50.302","569","37.24","578.52",
"50.31","579","43.78","578.84",
"50.317","576","41.82","578.64",
"50.324","577","42.47","578.56",
"50.331","584","47.04","578.76",
"50.338","574","40.51","578.24",
"50.345","585","47.7","578.56",
"50.353","573","39.86","577.96",
"50.359","584","47.04","578.32",
"50.366","571","38.55","577.72",
"50.373","583","46.39","578.12",
"50.38","569","37.24","577.52",
"50.387","582","45.74","578.04",
"50.395","575","41.16","577.76",
"50.402","580","44.43","577.92",
"50.409","584","47.04","578.08",
"50.416","579","43.78","577.96",
"50.422","589","50.31","578.44",
"50.429","577","42.47","578.04",
"50.437","588","49.66","578.6",
"50.444","575","41.16","578.2",
"50.451","586","48.35","578.8",
"50.458","572","39.2","578.36",
"50.465","585","47.7","579.04",
"50.472","573","39.86","578.76",
"50.48","583","46.39","579.32",
"50.486","580","44.43","579.36",
"50.493","580","44.43","579.52",
"50.5","588","49.66","579.96",
"50.507","578","43.12","579.72",
"50.514","588","49.66","580.28",
"50.522","576","41.82","579.92",
"50.529","586","48.35","580.44",
"50.536","573","39.86","580",
"50.543","584","47.04","580.52",
"50.549","570","37.9","580",
"50.556","582","45.74","580.52",
"50.564","576","41.82","580.28",
"50.571","580","44.43","580.48",
"50.578","583","46.39","580.6",
"50.585","578","43.12","580.36",
"50.592","588","49.66","580.72",
"50.599","576","41.82","580.2",
"50.607","586","48.35","580.56",
"50.613","573","39.86","579.96",
"50.62","584","47.04","580.32",
"50.627","570","37.9","579.68",
"50.634","582","45.74","580.08",
"50.641","572","39.2","579.56",
"50.649","580","44.43","579.84",
"50.656","579","43.78","579.68",
"50.663","579","43.78","579.64",
"50.67","586","48.35","579.88",
"50.676","577","42.47","579.44",
"50.683","587","49","579.8",
"50.691","575","41.16","579.28",
"50.698","586","48.35","579.68",
"50.705","573","39.86","579.16",
"50.712","585","47.7","579.64",
"50.719","571","38.55","579.12",
"50.726","583","46.39","579.64",
"50.734","577","42.47","579.44",
"50.74","581","45.08","579.64",
"50.747","584","47.04","579.8",
"50.754","579","43.78","579.64",
"50.761","589","50.31","580.08",
"50.768","577","42.47","579.64",
"50.776","588","49.66","580.12",
"50.783","575","41.16","579.68",
"50.79","586","48.35","580.2",
"50.797","572","39.2","579.72",
"50.803","585","47.7","580.32",
"50.81","574","40.51","580",
"50.818","583","46.39","580.44",
"50.825","581","45.08","580.48",
"50.832","582","45.74","580.6",
"50.839","589","50.31","581",
"50.846","579","43.78","580.72",
"50.853","590","50.96","581.24",
"50.861","578","43.12","580.88",
"50.867","589","50.31","581.44",
"50.874","575","41.16","581",
"50.881","587","49","581.56",
"50.888","573","39.86","581.08",
"50.895","586","48.35","581.68",
"50.903","580","44.43","581.56",
"50.91","585","47.7","581.88",
"50.917","588","49.66","582.16",
"50.924","583","46.39","582.12",
"50.931","593","52.92","582.68",
"50.937","581","45.08","582.36",
"50.945","592","52.27","582.96",
"50.952","579","43.78","582.6",
"50.959","591","51.62","583.24",
"50.966","577","42.47","582.88",
"50.973","589","50.31","583.56",
"50.98","577","42.47","583.24",
"50.988","586","48.35","583.72",
"50.995","583","46.39","583.72",
"51.001","583","46.39","583.8",
"51.008","589","50.31","584.08",
"51.015","578","43.12","583.64",
"51.022","587","49","583.96",
"51.03","573","39.86","583.28",
"51.037","582","45.74","583.44",
"51.044","567","35.94","582.56",
"51.051","577","42.47","582.64",
"51.058","561","32.02","581.6",
"51.064","572","39.2","581.56",
"51.072","562","32.67","580.6",
"51.079","566","35.28","580.04",
"51.086","567","35.94","579.32",
"51.093","561","32.02","578.24",
"51.1","569","37.24","577.68",
"51.107","556","28.75","576.2",
"51.115","565","34.63","575.56",
"51.122","551","25.48","573.92",
"51.128","561","32.02","573.2",
"51.135","546","22.22","571.4",
"51.142","557","29.4","570.6",
"51.149","545","21.56","568.84",
"51.156","554","27.44","567.92",
"51.164","551","25.48","566.52",
"51.171","551","25.48","565.24",
"51.178","558","30.06","564.24",
"51.185","548","23.52","562.6",
"51.191","558","30.06","561.8",
"51.198","545","21.56","560.12",
"51.206","556","28.75","559.44",
"51.213","542","19.6","557.84",
"51.22","554","27.44","557.32",
"51.227","539","17.64","555.8",
"51.234","552","26.14","555.44",
"51.241","544","20.91","554.32",
"51.249","549","24.18","553.8",
"51.255","552","26.14","553.24",
"51.262","547","22.87","552.44",
"51.269","557","29.4","552.28",
"51.276","545","21.56","551.32",
"51.283","555","28.1","551.28",
"51.291","542","19.6","550.36",
"51.298","553","26.79","550.44",
"51.305","539","17.64","549.56",
"51.312","552","26.14","549.8",
"51.318","541","18.95","549.16",
"51.325","550","24.83","549.36",
"51.333","547","22.87","549.08",
"51.34","548","23.52","548.96",
"51.347","555","28.1","549.12",
"51.354","545","21.56","548.6",
"51.361","556","28.75","548.92",
"51.368","543","20.26","548.32",
"51.376","554","27.44","548.68",
"51.382","541","18.95","548.08",
"51.389","552","26.14","548.48",
"51.396","538","16.99","547.84",
"51.403","551","25.48","548.32",
"51.41","544","20.91","548",
"51.418","548","23.52","548.16",
"51.425","551","25.48","548.24",
"51.432","546","22.22","548",
"51.439","556","28.75","548.36",
"51.445","544","20.91","547.84",
"51.452","555","28.1","548.24",
"51.46","542","19.6","547.72",
"51.467","553","26.79","548.16",
"51.474","540","18.3","547.64",
"51.481","551","25.48","548.12",
"51.488","540","18.3","547.64",
"51.495","549","24.18","547.96",
"51.503","547","22.87","547.84",
"51.509","547","22.87","547.84",
"51.516","555","28.1","548.12",
"51.523","545","21.56","547.72",
"51.53","556","28.75","548.16",
"51.537","543","20.26","547.64",
"51.545","554","27.44","548.08",
"51.552","540","18.3","547.52",
"51.559","552","26.14","547.96",
"51.566","538","16.99","547.4",
"51.572","551","25.48","547.92",
"51.579","544","20.91","547.64",
"51.587","549","24.18","547.84",
"51.594","551","25.48","547.96",
"51.601","546","22.22","547.76",
"51.608","557","29.4","548.2",
"51.615","544","20.91","547.72",
"51.622","555","28.1","548.16",
"51.63","542","19.6","547.64",
"51.636","553","26.79","548.08",
"51.643","539","17.64","547.52",
"51.65","551","25.48","547.96",
"51.657","540","18.3","547.52",
"51.664","550","24.83","547.92",
"51.672","547","22.87","547.84",
"51.679","548","23.52","547.88",
"51.686","555","28.1","548.2",
"51.693","545","21.56","547.8",
"51.699","556","28.75","548.24",
"51.706","543","20.26","547.72",
"51.714","554","27.44","548.16",
"51.721","541","18.95","547.64",
"51.728","552","26.14","548.12",
"51.735","538","16.99","547.56",
"51.742","550","24.83","548.04",
"51.749","544","20.91","547.76",
"51.757","548","23.52","547.92",
"51.763","551","25.48","548",
"51.77","546","22.22","547.8",
"51.777","556","28.75","548.2",
"51.784","544","20.91","547.68",
"51.791","555","28.1","548.12",
"51.799","542","19.6","547.6",
"51.806","553","26.79","548.04",
"51.813","539","17.64","547.48",
"51.82","551","25.48","547.96",
"51.826","540","18.3","547.52",
"51.833","549","24.18","547.88",
"51.841","547","22.87","547.76",
"51.848","547","22.87","547.76",
"51.855","554","27.44","548",
"51.862","545","21.56","547.6",
"51.869","556","28.75","548.04",
"51.876","543","20.26","547.52",
"51.884","554","27.44","547.96",
"51.89","541","18.95","547.44",
"51.897","553","26.79","547.92",
"51.904","538","16.99","547.36",
"51.911","551","25.48","547.88",
"51.918","544","20.91","547.64",
"51.926","549","24.18","547.84",
"51.933","551","25.48","547.96",
"51.94","546","22.22","547.76",
"51.947","556","28.75","548.16",
"51.954","544","20.91","547.68",
"51.96","555","28.1","548.12",
"51.968","542","19.6","547.6",
"51.975","553","26.79","548.04",
"51.982","539","17.64","547.48",
"51.989","551","25.48","547.96",
"51.996","540","18.3","547.52",
"52.003","549","24.18","547.88",
"52.011","547","22.87","547.8",
"52.018","548","23.52","547.84",
"52.024","555","28.1","548.16",
"52.031","545","21.56","547.8",
"52.038","555","28.1","548.2",
"52.045","543","20.26","547.68",
"52.052","554","27.44","548.12",
"52.06","540","18.3","547.56",
"52.067","552","26.14","548",
"52.074","538","16.99","547.4",
"52.081","551","25.48","547.92",
"52.087","544","20.91","547.64",
"52.094","548","23.52","547.8",
"52.102","551","25.48","547.88",
"52.109","546","22.22","547.68",
"52.116","556","28.75","548.08",
"52.123","544","20.91","547.6",
"52.13","555","28.1","548.04",
"52.137","542","19.6","547.52",
"52.145","553","26.79","547.96",
"52.151","539","17.64","547.4",
"52.158","551","25.48","547.88",
"52.165","540","18.3","547.44",
"52.172","550","24.83","547.84",
"52.179","547","22.87","547.76",
"52.187","548","23.52","547.8",
"52.194","555","28.1","548.08",
"52.201","545","21.56","547.68",
"52.208","555","28.1","548.08",
"52.214","542","19.6","547.56",
"52.221","554","27.44","548",
"52.229","540","18.3","547.44",
"52.236","552","26.14","547.92",
"52.243","538","16.99","547.36",
"52.25","550","24.83","547.84",
"52.257","544","20.91","547.56",
"52.264","548","23.52","547.72",
"52.272","551","25.48","547.84",
"52.278","546","22.22","547.64",
"52.285","556","28.75","548.04",
"52.292","544","20.91","547.56",
"52.299","555","28.1","548",
"52.306","541","18.95","547.44",
"52.314","553","26.79","547.88",
"52.321","539","17.64","547.32",
"52.328","551","25.48","547.8",
"52.335","540","18.3","547.36",
"52.341","549","24.18","547.72",
"52.348","547","22.87","547.6",
"52.356","548","23.52","547.64",
"52.363","555","28.1","547.92",
