timestamp(ms),Hall analog (raw),Solenoid value (0-255),
"80.48",,"229",
"80.482","563",,
"80.485",,"229",
"80.488","565",,
"80.491",,"229",
"80.493","562",,
"80.496",,"229",
"80.498","564",,
"80.501",,"229",
"80.504","566",,
"80.507",,"229",
"80.509","563",,
"80.513",,"229",
"80.516","565",,
"80.519",,"229",
"80.521","561",,
"80.524",,"229",
"80.526","564",,
"80.529",,"229",
"80.532","566",,
"80.535",,"229",
"80.537","562",,
"80.54",,"229",
"80.543","565",,
"80.546",,"229",
"80.548","561",,
"80.551",,"229",
"80.553","564",,
"80.557",,"229",
"80.56","566",,
"80.563",,"229",
"80.565","562",,
"80.568",,"229",
"80.571","565",,
"80.574",,"230",
"80.576","562",,
"80.579",,"230",
"80.581","564",,
"80.584",,"230",
"80.587","566",,
"80.59",,"230",
"80.592","563",,
"80.595",,"230",
"80.599","565",,
"80.602",,"230",
"80.604","562",,
"80.607",,"230",
"80.609","563",,
"80.612",,"230",
"80.615","566",,
"80.618",,"230",
"80.62","563",,
"80.623",,"230",
"80.626","565",,
"80.628",,"230",
"80.631","564",,
"80.634",,"230",
"80.636","564",,
"80.64",,"230",
"80.643","566",,
"80.646",,"230",
"80.648","563",,
"80.651",,"230",
"80.654","565",,
"80.656",,"230",
"80.659","564",,
"80.662",,"230",
"80.664","563",,
"80.667",,"230",
"80.67","566",,
"80.673",,"230",
"80.675","562",,
"80.678",,"230",
"80.681","565",,
"80.684",,"231",
"80.687","567",,
"80.69",,"231",
"80.692","564",,
"80.695",,"231",
"80.698","566",,
"80.701",,"231",
"80.703","563",,
"80.706",,"231",
"80.709","565",,
"80.711",,"231",
"80.714","567",,
"80.717",,"231",
"80.719","564",,
"80.722",,"231",
"80.726","566",,
"80.729",,"231",
"80.731","563",,
"80.734",,"231",
"80.737","565",,
"80.739",,"231",
"80.742","567",,
"80.745",,"231",
"80.747","564",,
"80.75",,"231",
"80.753","566",,
"80.756",,"231",
"80.758","562",,
"80.761",,"231",
"80.763","565",,
"80.766",,"231",
"80.77","567",,
"80.773",,"231",
"80.775","564",,
"80.778",,"231",
"80.781","566",,
"80.784",,"231",
"80.786","562",,
"80.789",,"231",
"80.791","565",,
"80.794",,"232",
"80.797","567",,
"80.8",,"232",
"80.802","564",,
"80.805",,"232",
"80.808","566",,
"80.812",,"232",
"80.814","563",,
"80.817",,"232",
"80.819","565",,
"80.822",,"232",
"80.825","567",,
"80.828",,"232",
"80.83","564",,
"80.833",,"232",
"80.836","566",,
"80.839",,"232",
"80.841","564",,
"80.844",,"232",
"80.846","565",,
"80.849",,"232",
"80.852","567",,
"80.856",,"232",
"80.858","564",,
"80.861",,"232",
"80.864","566",,
"80.867",,"232",
"80.869","564",,
"80.872",,"232",
"80.874","565",,
"80.877",,"232",
"80.88","567",,
"80.883",,"232",
"80.885","564",,
"80.888",,"232",
"80.891","566",,
"80.893",,"232",
"80.897","567",,
"80.9",,"232",
"80.902","565",,
"80.905",,"233",
"80.908","567",,
"80.911",,"233",
"80.913","564",,
"80.916",,"233",
"80.919","567",,
"80.921",,"233",
"80.924","567",,
"80.927",,"233",
"80.929","565",,
"80.932",,"233",
"80.935","567",,
"80.939",,"233",
"80.941","564",,
"80.944",,"233",
"80.947","566",,
"80.949",,"233",
"80.952","568",,
"80.955",,"233",
"80.957","565",,
"80.96",,"233",
"80.963","567",,
"80.966",,"233",
"80.968","564",,
"80.971",,"233",
"80.974","566",,
"80.976",,"233",
"80.979","568",,
"80.983",,"233",
"80.985","565",,
"80.988",,"233",
"80.991","567",,
"80.994",,"233",
"80.996","564",,
"80.999",,"233",
"81.001","566",,
"81.004",,"233",
"81.007","568",,
"81.01",,"233",
"81.012","565",,
"81.015",,"234",
"81.018","567",,
"81.021",,"234",
"81.024","565",,
"81.027",,"234",
"81.029","566",,
"81.032",,"234",
"81.035","568",,
"81.038",,"234",
"81.04","565",,
"81.043",,"234",
"81.046","567",,
"81.049",,"234",
"81.051","565",,
"81.054",,"234",
"81.056","566",,
"81.059",,"234",
"81.062","568",,
"81.065",,"234",
"81.068","565",,
"81.071",,"234",
"81.074","567",,
"81.077",,"234",
"81.079","564",,
"81.082",,"234",
"81.084","566",,
"81.087",,"234",
"81.09","568",,
"81.093",,"234",
"81.095","565",,
"81.098",,"234",
"81.101","567",,
"81.104",,"234",
"81.106","567",,
"81.11",,"234",
"81.112","566",,
"81.115",,"234",
"81.118","568",,
"81.121",,"234",
"81.123","565",,
"81.126",,"235",
"81.129","568",,
"81.131",,"235",
"81.134","567",,
"81.137",,"235",
"81.139","566",,
"81.142",,"235",
"81.145","568",,
"81.148",,"235",
"81.15","565",,
"81.154",,"235",
"81.157","567",,
"81.159",,"235",
"81.162","569",,
"81.165",,"235",
"81.167","566",,
"81.17",,"235",
"81.173","569",,
"81.176",,"235",
"81.178","566",,
"81.181",,"235",
"81.184","567",,
"81.186",,"235",
"81.189","569",,
"81.192",,"235",
"81.195","566",,
"81.198",,"235",
"81.201","568",,
"81.204",,"235",
"81.206","565",,
"81.209",,"235",
"81.212","568",,
"81.214",,"235",
"81.217","569",,
"81.22",,"235",
"81.222","566",,
"81.225",,"235",
"81.228","568",,
"81.231",,"235",
"81.233","565",,
"81.236",,"236",
"81.239","568",,
"81.242",,"236",
"81.245","569",,
"81.248",,"236",
"81.25","567",,
"81.253",,"236",
"81.256","568",,
"81.259",,"236",
"81.261","566",,
"81.264",,"236",
"81.266","568",,
"81.269",,"236",
"81.272","569",,
"81.275",,"236",
"81.277","567",,
"81.281",,"236",
"81.284","568",,
"81.287",,"236",
"81.289","566",,
"81.292",,"236",
"81.294","567",,
"81.297",,"236",
"81.3","569",,
"81.303",,"236",
"81.305","567",,
"81.308",,"236",
"81.311","569",,
"81.314",,"236",
"81.316","566",,
"81.319",,"236",
"81.321","567",,
"81.325",,"236",
"81.328","569",,
"81.331",,"236",
"81.333","567",,
"81.336",,"236",
"81.339","568",,
"81.342",,"236",
"81.344","567",,
"81.347",,"237",
"81.349","568",,
"81.352",,"237",
"81.355","570",,
"81.358",,"237",
"81.36","567",,
"81.363",,"237",
"81.367","569",,
"81.369",,"237",
"81.372","569",,
"81.375",,"237",
"81.377","568",,
"81.38",,"237",
"81.383","569",,
"81.386",,"237",
"81.388","567",,
"81.391",,"237",
"81.394","569",,
"81.396",,"237",
"81.399","570",,
"81.402",,"237",
"81.404","567",,
"81.408",,"237",
"81.411","570",,
"81.414",,"237",
"81.416","566",,
"81.419",,"237",
"81.422","569",,
"81.424",,"237",
"81.427","570",,
"81.43",,"237",
"81.432","568",,
"81.435",,"237",
"81.438","569",,
"81.441",,"237",
"81.443","567",,
"81.446",,"237",
"81.449","569",,
"81.452",,"237",
"81.455","570",,
"81.458",,"238",
"81.46","568",,
"81.463",,"238",
"81.466","570",,
"81.469",,"238",
"81.471","567",,
"81.474",,"238",
"81.477","569",,
"81.479",,"238",
"81.482","570",,
"81.485",,"238",
"81.487","568",,
"81.49",,"238",
"81.494","570",,
"81.497",,"238",
"81.499","567",,
"81.502",,"238",
"81.504","569",,
"81.507",,"238",
"81.51","570",,
"81.513",,"238",
"81.515","568",,
"81.518",,"238",
"81.521","570",,
"81.524",,"238",
"81.526","567",,
"81.529",,"238",
"81.531","569",,
"81.534",,"238",
"81.538","570",,
"81.541",,"238",
"81.543","568",,
"81.546",,"238",
"81.549","570",,
"81.552",,"238",
"81.554","567",,
"81.557",,"238",
"81.559","568",,
"81.562",,"238",
"81.565","570",,
"81.568",,"239",
"81.57","568",,
"81.573",,"239",
"81.576","570",,
"81.58",,"239",
"81.582","569",,
"81.585",,"239",
"81.587","569",,
"81.59",,"239",
"81.593","570",,
"81.596",,"239",
"81.598","568",,
"81.601",,"239",
"81.604","570",,
"81.607",,"239",
"81.609","569",,
"81.612",,"239",
"81.614","569",,
"81.617",,"239",
"81.62","570",,
"81.624",,"239",
"81.626","568",,
"81.629",,"239",
"81.632","569",,
"81.634",,"239",
"81.637","571",,
"81.64",,"239",
"81.642","569",,
"81.645",,"239",
"81.648","570",,
"81.651",,"239",
"81.653","568",,
"81.656",,"239",
"81.659","570",,
"81.661",,"239",
"81.665","571",,
"81.668",,"239",
"81.67","569",,
"81.673",,"239",
"81.676","570",,
"81.679",,"240",
"81.681","568",,
"81.684",,"240",
"81.687","570",,
"81.689",,"240",
"81.692","571",,
"81.695",,"240",
"81.697","570",,
"81.7",,"240",
"81.703","571",,
"81.707",,"240",
"81.709","569",,
"81.712",,"240",
"81.715","570",,
"81.717",,"240",
"81.72","571",,
"81.723",,"240",
"81.725","569",,
"81.728",,"240",
"81.731","571",,
"81.734",,"240",
"81.736","569",,
"81.739",,"240",
"81.741","570",,
"81.744",,"240",
"81.747","571",,
"81.751",,"240",
"81.753","569",,
"81.756",,"240",
"81.759","570",,
"81.762",,"240",
"81.764","569",,
"81.767",,"240",
"81.769","570",,
"81.772",,"240",
"81.775","571",,
"81.778",,"240",
"81.78","569",,
"81.783",,"240",
"81.786","571",,
"81.789",,"241",
"81.792","569",,
"81.795",,"241",
"81.797","570",,
"81.8",,"241",
"81.803","571",,
"81.806",,"241",
"81.808","569",,
"81.811",,"241",
"81.814","571",,
"81.817",,"241",
"81.819","569",,
"81.822",,"241",
"81.824","570",,
"81.827",,"241",
"81.83","572",,
"81.833",,"241",
"81.836","569",,
"81.839",,"241",
"81.842","571",,
"81.845",,"241",
"81.847","571",,
"81.85",,"241",
"81.852","570",,
"81.855",,"241",
"81.858","571",,
"81.861",,"241",
"81.863","569",,
"81.866",,"241",
"81.869","571",,
"81.871",,"241",
"81.874","571",,
"81.878",,"241",
"81.88","570",,
"81.883",,"241",
"81.886","571",,
"81.889",,"241",
"81.891","569",,
"81.894",,"241",
"81.897","571",,
"81.899",,"242",
"81.902","572",,
"81.905",,"242",
"81.907","570",,
"81.91",,"242",
"81.913","572",,
"81.916",,"242",
"81.918","570",,
"81.922",,"242",
"81.925","571",,
"81.927",,"242",
"81.93","573",,
"81.933",,"242",
"81.935","570",,
"81.938",,"242",
"81.941","572",,
"81.944",,"242",
"81.946","570",,
"81.949",,"242",
"81.952","571",,
"81.954",,"242",
"81.957","572",,
"81.96",,"242",
"81.963","571",,
"81.966",,"242",
"81.969","572",,
"81.972",,"242",
"81.974","570",,
"81.977",,"242",
"81.979","571",,
"81.982",,"242",
"81.985","572",,
"81.988",,"242",
"81.99","571",,
"81.993",,"242",
"81.996","572",,
"81.999",,"242",
"82.001","570",,
"82.004",,"242",
"82.007","571",,
"82.01",,"243",
"82.013","572",,
"82.016",,"243",
"82.018","571",,
"82.021",,"243",
"82.024","572",,
"82.027",,"243",
"82.029","570",,
"82.032",,"243",
"82.034","571",,
"82.037",,"243",
"82.04","573",,
"82.043",,"243",
"82.045","571",,
"82.049",,"243",
"82.052","572",,
"82.055",,"243",
"82.057","571",,
"82.06",,"243",
"82.062","571",,
"82.065",,"243",
"82.068","573",,
"82.071",,"243",
"82.073","571",,
"82.076",,"243",
"82.079","572",,
"82.082",,"243",
"82.084","571",,
"82.087",,"243",
"82.089","571",,
"82.093",,"243",
"82.096","572",,
"82.099",,"243",
"82.101","570",,
"82.104",,"243",
"82.107","572",,
"82.109",,"244",
"82.112","573",,
"82.115",,"244",
"82.117","572",,
"82.12",,"244",
"82.123","573",,
"82.126",,"244",
"82.128","571",,
"82.131",,"244",
"82.135","572",,
"82.137",,"244",
"82.14","573",,
"82.143",,"244",
"82.145","572",,
"82.148",,"244",
"82.151","573",,
"82.154",,"244",
"82.156","571",,
"82.159",,"244",
"82.162","572",,
"82.164",,"244",
"82.167","573",,
"82.17",,"244",
"82.172","572",,
"82.176",,"244",
"82.179","573",,
"82.182",,"244",
"82.184","571",,
"82.187",,"244",
"82.19","572",,
"82.192",,"244",
"82.195","573",,
"82.198",,"244",
"82.2","572",,
"82.203",,"244",
"82.206","573",,
"82.209",,"244",
"82.211","571",,
"82.214",,"244",
"82.217","572",,
"82.22",,"245",
"82.223","574",,
"82.226",,"245",
"82.228","573",,
"82.231",,"245",
"82.234","574",,
"82.237",,"245",
"82.239","572",,
"82.242",,"245",
"82.244","573",,
"82.247",,"245",
"82.25","573",,
"82.253",,"245",
"82.255","572",,
"82.258",,"245",
"82.262","573",,
"82.265",,"245",
"82.267","572",,
"82.27",,"245",
"82.272","573",,
"82.275",,"245",
"82.278","573",,
"82.281",,"245",
"82.283","572",,
"82.286",,"245",
"82.289","573",,
"82.292",,"245",
"82.294","572",,
"82.297",,"245",
"82.299","573",,
"82.302",,"245",
"82.306","573",,
"82.309",,"245",
"82.311","572",,
"82.314",,"245",
"82.317","573",,
"82.32",,"245",
"82.322","573",,
"82.325",,"245",
"82.327","573",,
"82.33",,"246",
"82.333","574",,
"82.336",,"246",
"82.338","573",,
"82.341",,"246",
"82.344","574",,
"82.348",,"246",
"82.35","573",,
"82.353",,"246",
"82.355","573",,
"82.358",,"246",
"82.361","573",,
"82.364",,"246",
"82.366","572",,
"82.369",,"246",
"82.372","573",,
"82.374",,"246",
"82.377","574",,
"82.38",,"246",
"82.382","573",,
"82.385",,"246",
"82.388","574",,
"82.392",,"246",
"82.394","573",,
"82.397",,"246",
"82.4","573",,
"82.402",,"246",
"82.405","574",,
"82.408",,"246",
"82.41","573",,
"82.413",,"246",
"82.416","574",,
"82.419",,"246",
"82.421","572",,
"82.424",,"246",
"82.427","573",,
"82.429",,"246",
"82.433","574",,
"82.436",,"246",
"82.438","573",,
"82.441",,"247",
"82.444","574",,
"82.447",,"247",
"82.449","573",,
"82.452",,"247",
"82.455","574",,
"82.457",,"247",
"82.46","574",,
"82.463",,"247",
"82.465","573",,
"82.468",,"247",
"82.471","574",,
"82.475",,"247",
"82.477","573",,
"82.48",,"247",
"82.482","574",,
"82.485",,"247",
"82.488","574",,
"82.491",,"247",
"82.493","574",,
"82.496",,"247",
"82.499","574",,
"82.502",,"247",
"82.504","573",,
"82.507",,"247",
"82.509","574",,
"82.512",,"247",
"82.515","574",,
"82.519",,"247",
"82.521","574",,
"82.524",,"247",
"82.527","574",,
"82.53",,"247",
"82.532","573",,
"82.535",,"247",
"82.537","574",,
"82.54",,"247",
"82.543","574",,
"82.546",,"247",
"82.548","574",,
"82.551",,"248",
"82.554","574",,
"82.557",,"248",
"82.56","574",,
"82.563",,"248",
"82.565","574",,
"82.568",,"248",
"82.571","575",,
"82.574",,"248",
"82.576","574",,
"82.579",,"248",
"82.582","575",,
"82.585",,"248",
"82.587","575",,
"82.59",,"248",
"82.592","574",,
"82.595",,"248",
"82.598","575",,
"82.601",,"248",
"82.604","574",,
"82.607",,"248",
"82.61","575",,
"82.612",,"248",
"82.615","575",,
"82.618",,"248",
"82.62","574",,
"82.623",,"248",
"82.626","575",,
"82.629",,"248",
"82.631","574",,
"82.634",,"248",
"82.637","575",,
"82.639",,"248",
"82.642","575",,
"82.646",,"248",
"82.648","574",,
"82.651",,"248",
"82.654","575",,
"82.657",,"248",
"82.659","574",,
"82.662",,"249",
"82.665","575",,
"82.667",,"249",
"82.67","575",,
"82.673",,"249",
"82.675","575",,
"82.678",,"249",
"82.681","575",,
"82.684",,"249",
"82.686","575",,
"82.69",,"249",
"82.693","575",,
"82.695",,"249",
"82.698","575",,
"82.701",,"249",
"82.703","575",,
"82.706",,"249",
"82.709","575",,
"82.712",,"249",
"82.714","574",,
"82.717",,"249",
"82.719","575",,
"82.722",,"249",
"82.725","575",,
"82.728",,"249",
"82.731","575",,
"82.734",,"249",
"82.737","575",,
"82.74",,"249",
"82.742","574",,
"82.745",,"249",
"82.747","575",,
"82.75",,"249",
"82.753","576",,
"82.756",,"249",
"82.758","575",,
"82.761",,"249",
"82.764","575",,
"82.767",,"249",
"82.769","575",,
"82.772",,"250",
"82.775","575",,
"82.778",,"250",
"82.781","576",,
"82.784",,"250",
"82.786","575",,
"82.789",,"250",
"82.792","576",,
"82.795",,"250",
"82.797","575",,
"82.8",,"250",
"82.802","575",,
"82.805",,"250",
"82.808","576",,
"82.811",,"250",
"82.813","575",,
"82.817",,"250",
"82.82","576",,
"82.823",,"250",
"82.825","576",,
"82.828",,"250",
"82.83","576",,
"82.833",,"250",
"82.836","576",,
"82.839",,"250",
"82.841","575",,
"82.844",,"250",
"82.847","576",,
"82.849",,"250",
"82.852","576",,
"82.855",,"250",
"82.857","575",,
"82.861",,"250",
"82.864","576",,
"82.867",,"250",
"82.869","575",,
"82.872",,"250",
"82.875","576",,
"82.877",,"251",
"82.88","576",,
"82.883",,"251",
"82.885","576",,
"82.888",,"251",
"82.891","576",,
"82.894",,"251",
"82.896","576",,
"82.899",,"251",
"82.903","576",,
"82.905",,"251",
"82.908","576",,
"82.911",,"251",
"82.913","576",,
"82.916",,"251",
"82.919","576",,
"82.922",,"251",
"82.924","575",,
"82.927",,"251",
"82.93","576",,
"82.932",,"251",
"82.935","576",,
"82.938",,"251",
"82.94","576",,
"82.944",,"251",
"82.947","576",,
"82.95",,"251",
"82.952","576",,
"82.955",,"251",
"82.957","576",,
"82.96",,"251",
"82.963","576",,
"82.966",,"251",
"82.968","576",,
"82.971",,"251",
"82.974","577",,
"82.977",,"251",
"82.979","575",,
"82.982",,"251",
"82.984","576",,
"82.988",,"252",
"82.991","577",,
"82.994",,"252",
"82.996","577",,
"82.999",,"252",
"83.002","576",,
"83.005",,"252",
"83.007","576",,
"83.01",,"252",
"83.012","577",,
"83.015",,"252",
"83.018","577",,
"83.021",,"252",
"83.023","576",,
"83.026",,"252",
"83.03","577",,
"83.033",,"252",
"83.035","577",,
"83.038",,"252",
"83.04","577",,
"83.043",,"252",
"83.046","577",,
"83.049",,"252",
"83.051","576",,
"83.054",,"252",
"83.057","576",,
"83.06",,"252",
"83.062","577",,
"83.065",,"252",
"83.067","576",,
"83.07",,"252",
"83.074","577",,
"83.077",,"252",
"83.079","576",,
"83.082",,"252",
"83.085","577",,
"83.088",,"252",
"83.09","577",,
"83.093",,"252",
"83.095","576",,
"83.098",,"253",
"83.101","577",,
"83.104",,"253",
"83.106","577",,
"83.109",,"253",
"83.112","577",,
"83.115",,"253",
"83.118","577",,
"83.121",,"253",
"83.123","577",,
"83.126",,"253",
"83.129","577",,
"83.132",,"253",
"83.134","577",,
"83.137",,"253",
"83.14","577",,
"83.142",,"253",
"83.145","577",,
"83.148",,"253",
"83.15","577",,
"83.153",,"253",
"83.156","577",,
"83.16",,"253",
"83.162","576",,
"83.165",,"253",
"83.168","577",,
"83.17",,"253",
"83.173","577",,
"83.176",,"253",
"83.178","577",,
"83.181",,"253",
"83.184","577",,
"83.187",,"253",
"83.189","577",,
"83.192",,"253",
"83.195","577",,
"83.197",,"253",
"83.201","577",,
"83.204",,"253",
"83.206","577",,
"83.209",,"254",
"83.212","578",,
"83.215",,"254",
"83.217","578",,
"83.22",,"254",
"83.222","578",,
"83.225",,"254",
"83.228","577",,
"83.231",,"254",
"83.233","577",,
"83.236",,"254",
"83.239","578",,
"83.243",,"254",
"83.245","578",,
"83.248",,"254",
"83.25","578",,
"83.253",,"254",
"83.256","578",,
"83.259",,"254",
"83.261","578",,
"83.264",,"254",
"83.267","578",,
"83.27",,"254",
"83.272","577",,
"83.275",,"254",
"83.277","578",,
"83.28",,"254",
"83.283","578",,
"83.287",,"254",
"83.289","578",,
"83.292",,"254",
"83.295","578",,
"83.298",,"254",
"83.3","578",,
"83.303",,"254",
"83.305","578",,
"83.308",,"254",
"83.311","578",,
"83.314",,"254",
"83.316","577",,
"83.319",,"255",
"83.322","578",,
"83.325",,"255",
"83.328","578",,
"83.331",,"254",
"83.333","578",,
"83.336",,"254",
"83.339","578",,
"83.342",,"254",
"83.344","577",,
"83.347",,"254",
"83.35","578",,
"83.352",,"254",
"83.355","578",,
"83.358",,"254",
"83.36","578",,
"83.363",,"254",
"83.366","578",,
"83.369",,"254",
"83.372","578",,
"83.375",,"254",
"83.378","578",,
"83.38",,"254",
"83.383","578",,
"83.386",,"254",
"83.388","578",,
"83.391",,"254",
"83.394","578",,
"83.397",,"254",
"83.399","577",,
"83.402",,"254",
"83.405","578",,
"83.407",,"254",
"83.41","578",,
"83.414",,"254",
"83.416","577",,
"83.419",,"254",
"83.422","578",,
"83.425",,"254",
"83.427","577",,
"83.43",,"254",
"83.433","578",,
"83.435",,"254",
"83.438","578",,
"83.441",,"253",
"83.443","577",,
"83.446",,"253",
"83.449","577",,
"83.452",,"253",
"83.454","577",,
"83.458",,"253",
"83.46","577",,
"83.463",,"253",
"83.466","577",,
"83.469",,"253",
"83.471","577",,
"83.474",,"253",
"83.477","578",,
"83.48",,"253",
"83.482","577",,
"83.485",,"253",
"83.487","578",,
"83.49",,"253",
"83.493","577",,
"83.496",,"253",
"83.499","577",,
"83.502",,"253",
"83.505","577",,
"83.508",,"253",
"83.51","577",,
"83.513",,"253",
"83.515","577",,
"83.518",,"253",
"83.521","577",,
"83.524",,"253",
"83.526","577",,
"83.529",,"253",
"83.532","577",,
"83.535",,"253",
"83.537","577",,
"83.54",,"253",
"83.543","577",,
"83.546",,"253",
"83.549","577",,
"83.552",,"252",
"83.554","577",,
"83.557",,"252",
"83.56","577",,
"83.563",,"252",
"83.565","577",,
"83.568",,"252",
"83.57","576",,
"83.573",,"252",
"83.576","577",,
"83.579",,"252",
"83.581","577",,
"83.585",,"252",
"83.588","576",,
"83.59",,"252",
"83.593","577",,
"83.596",,"252",
"83.598","577",,
"83.601",,"252",
"83.604","577",,
"83.607",,"252",
"83.609","576",,
"83.612",,"252",
"83.615","577",,
"83.617",,"252",
"83.62","577",,
"83.623",,"252",
"83.625","577",,
"83.629",,"252",
"83.632","576",,
"83.635",,"252",
"83.637","577",,
"83.64",,"252",
"83.643","577",,
"83.645",,"252",
"83.648","577",,
"83.651",,"252",
"83.653","577",,
"83.656",,"252",
"83.659","577",,
"83.662",,"251",
"83.664","576",,
"83.667",,"251",
"83.671","576",,
"83.673",,"251",
"83.676","577",,
"83.679",,"251",
"83.681","576",,
"83.684",,"251",
"83.687","576",,
"83.69",,"251",
"83.692","576",,
"83.695",,"251",
"83.697","576",,
"83.7",,"251",
"83.703","577",,
"83.706",,"251",
"83.708","576",,
"83.712",,"251",
"83.715","576",,
"83.718",,"251",
"83.72","576",,
"83.723",,"251",
"83.725","576",,
"83.728",,"251",
"83.731","576",,
"83.734",,"251",
"83.736","576",,
"83.739",,"251",
"83.742","576",,
"83.745",,"251",
"83.747","576",,
"83.75",,"251",
"83.752","576",,
"83.756",,"251",
"83.759","577",,
"83.762",,"251",
"83.764","576",,
"83.767",,"251",
"83.77","576",,
"83.773",,"250",
"83.775","576",,
"83.778",,"250",
"83.78","576",,
"83.783",,"250",
"83.786","577",,
"83.789",,"250",
"83.791","576",,
"83.794",,"250",
"83.798","576",,
"83.801",,"250",
"83.803","576",,
"83.806",,"250",
"83.808","576",,
"83.811",,"250",
"83.814","576",,
"83.817",,"250",
"83.819","576",,
"83.822",,"250",
"83.825","576",,
"83.827",,"250",
"83.83","576",,
"83.833",,"250",
"83.835","575",,
"83.838",,"250",
"83.842","576",,
"83.845",,"250",
"83.847","575",,
"83.85",,"250",
"83.853","576",,
"83.855",,"250",
"83.858","576",,
"83.861",,"250",
"83.863","576",,
"83.866",,"250",
"83.869","576",,
"83.872",,"250",
"83.874","575",,
"83.877",,"250",
"83.88","576",,
"83.883",,"249",
"83.886","576",,
"83.889",,"249",
"83.891","575",,
"83.894",,"249",
"83.897","575",,
"83.9",,"249",
"83.902","575",,
"83.905",,"249",
"83.908","575",,
"83.91",,"249",
"83.913","576",,
"83.916",,"249",
"83.918","575",,
"83.921",,"249",
"83.924","576",,
"83.928",,"249",
"83.93","575",,
"83.933",,"249",
"83.936","576",,
"83.938",,"249",
"83.941","576",,
"83.944",,"249",
"83.946","575",,
"83.949",,"249",
"83.952","576",,
"83.955",,"249",
"83.957","575",,
"83.96",,"249",
"83.962","576",,
"83.965",,"249",
"83.969","576",,
"83.972",,"249",
"83.974","575",,
"83.977",,"249",
"83.98","575",,
"83.983",,"249",
"83.985","574",,
"83.988",,"249",
"83.99","575",,
"83.993",,"248",
"83.996","575",,
"83.999",,"248",
"84.001","574",,
"84.004",,"248",
"84.007","575",,
"84.011",,"248",
"84.013","574",,
"84.016",,"248",
"84.018","575",,
"84.021",,"248",
"84.024","575",,
"84.027",,"248",
"84.029","574",,
"84.032",,"248",
"84.035","575",,
"84.038",,"248",
"84.04","575",,
"84.043",,"248",
"84.045","575",,
"84.048",,"248",
"84.051","575",,
"84.055",,"248",
"84.057","574",,
"84.06",,"248",
"84.063","575",,
"84.066",,"248",
"84.068","575",,
"84.071",,"248",
"84.073","574",,
"84.076",,"248",
"84.079","576",,
"84.082",,"248",
"84.084","574",,
"84.087",,"248",
"84.09","575",,
"84.092",,"248",
"84.096","575",,
"84.099",,"248",
"84.101","574",,
"84.104",,"247",
"84.107","575",,
"84.11",,"247",
"84.112","573",,
"84.115",,"247",
"84.118","574",,
"84.12",,"247",
"84.123","575",,
"84.126",,"247",
"84.128","574",,
"84.131",,"247",
"84.134","575",,
"84.137",,"247",
"84.14","574",,
"84.143",,"247",
"84.146","574",,
"84.148",,"247",
"84.151","575",,
"84.154",,"247",
"84.156","574",,
"84.159",,"247",
"84.162","574",,
"84.165",,"247",
"84.167","573",,
"84.17",,"247",
"84.173","574",,
"84.175",,"247",
"84.178","575",,
"84.182",,"247",
"84.184","574",,
"84.187",,"247",
"84.19","574",,
"84.193",,"247",
"84.195","573",,
"84.198",,"247",
"84.2","574",,
"84.203",,"247",
"84.206","575",,
"84.209",,"247",
"84.211","574",,
"84.214",,"246",
"84.217","574",,
"84.22",,"246",
"84.222","572",,
"84.226",,"246",
"84.228","573",,
"84.231",,"246",
"84.234","574",,
"84.237",,"246",
"84.239","573",,
"84.242",,"246",
"84.245","574",,
"84.248",,"246",
"84.25","573",,
"84.253",,"246",
"84.255","573",,
"84.258",,"246",
"84.261","574",,
"84.264",,"246",
"84.267","573",,
"84.27",,"246",
"84.273","574",,
"84.276",,"246",
"84.278","573",,
"84.281",,"246",
"84.283","573",,
"84.286",,"246",
"84.289","574",,
"84.292",,"246",
"84.294","573",,
"84.297",,"246",
"84.3","574",,
"84.303",,"246",
"84.305","575",,
"84.308",,"246",
"84.311","573",,
"84.314",,"246",
"84.317","574",,
"84.32",,"246",
"84.322","573",,
"84.325",,"245",
"84.328","574",,
"84.33",,"245",
"84.333","574",,
"84.336",,"245",
"84.338","573",,
"84.341",,"245",
"84.344","574",,
"84.347",,"245",
"84.349","572",,
"84.353",,"245",
"84.356","573",,
"84.358",,"245",
"84.361","574",,
"84.364",,"245",
"84.366","573",,
"84.369",,"245",
"84.372","573",,
"84.375",,"245",
"84.377","572",,
"84.38",,"245",
"84.383","573",,
"84.385",,"245",
"84.388","574",,
"84.391",,"245",
"84.393","573",,
"84.397",,"245",
"84.4","574",,
"84.403",,"245",
"84.405","572",,
"84.408",,"245",
"84.411","574",,
"84.413",,"245",
"84.416","574",,
"84.419",,"245",
"84.421","573",,
"84.424",,"245",
"84.427","573",,
"84.43",,"245",
"84.432","572",,
"84.435",,"244",
"84.438","572",,
"84.441",,"244",
"84.444","573",,
"84.447",,"244",
"84.449","572",,
"84.452",,"244",
"84.455","573",,
"84.458",,"244",
"84.46","571",,
"84.463",,"244",
"84.465","573",,
"84.468",,"244",
"84.471","573",,
"84.474",,"244",
"84.476","571",,
"84.48",,"244",
"84.483","573",,
"84.486",,"244",
"84.488","571",,
"84.491",,"244",
"84.493","572",,
"84.496",,"244",
"84.499","574",,
"84.502",,"244",
"84.504","572",,
"84.507",,"244",
"84.51","573",,
"84.513",,"244",
"84.515","572",,
"84.518",,"244",
"84.52","572",,
"84.524",,"244",
"84.527","573",,
"84.53",,"244",
"84.532","572",,
"84.535",,"243",
"84.538","572",,
